p,m,method,err,name,n,a
0,5,PA,0.648093636537975,$A_1$,400,-1000
0,5,RA,0.35767168891612644,$A_1$,400,-1000
0,13,PA,0.17298975956624893,$A_1$,400,-1000
0,13,RA,0.19407799139574478,$A_1$,400,-1000
0,21,PA,0.10351885639295573,$A_1$,400,-1000
0,21,RA,0.11659696547566911,$A_1$,400,-1000
0,30,PA,0.05804466686344316,$A_1$,400,-1000
0,30,RA,0.07447011813011979,$A_1$,400,-1000
0,38,PA,0.026267733701328958,$A_1$,400,-1000
0,38,RA,0.03723143127371544,$A_1$,400,-1000
0,47,PA,0.00954865493988575,$A_1$,400,-1000
0,47,RA,0.017546387459650366,$A_1$,400,-1000
0,55,PA,0.004221792475246682,$A_1$,400,-1000
0,55,RA,0.008227256805155856,$A_1$,400,-1000
0,64,PA,0.0011995981801827815,$A_1$,400,-1000
0,64,RA,0.0030415557338465847,$A_1$,400,-1000
0,72,PA,0.0003535823092891156,$A_1$,400,-1000
0,72,RA,0.0013083664634396355,$A_1$,400,-1000
0,81,PA,7.797289668032924e-05,$A_1$,400,-1000
0,81,RA,0.0002707898820772405,$A_1$,400,-1000
0,89,PA,1.7612582492407346e-05,$A_1$,400,-1000
0,89,RA,0.00012459712229455803,$A_1$,400,-1000
0,97,PA,3.761911589680894e-06,$A_1$,400,-1000
0,97,RA,3.126241269764315e-05,$A_1$,400,-1000
0,106,PA,6.385102069431275e-07,$A_1$,400,-1000
0,106,RA,5.504508397926729e-06,$A_1$,400,-1000
0,114,PA,8.817150704867789e-08,$A_1$,400,-1000
0,114,RA,1.1117429947387273e-06,$A_1$,400,-1000
0,123,PA,9.887296166891199e-09,$A_1$,400,-1000
0,123,RA,1.5904078427721468e-07,$A_1$,400,-1000
0,131,PA,1.2284246929558147e-09,$A_1$,400,-1000
0,131,RA,2.986379569827475e-08,$A_1$,400,-1000
0,140,PA,1.031300568555976e-10,$A_1$,400,-1000
0,140,RA,4.109240173534836e-09,$A_1$,400,-1000
0,148,PA,1.049280489949056e-11,$A_1$,400,-1000
0,148,RA,4.5066092104805524e-10,$A_1$,400,-1000
0,157,PA,6.367910043361815e-13,$A_1$,400,-1000
0,157,RA,6.324464941645628e-11,$A_1$,400,-1000
0,165,PA,4.7116280978955014e-14,$A_1$,400,-1000
0,165,RA,4.504935289249746e-12,$A_1$,400,-1000
0,173,PA,2.995742453954026e-15,$A_1$,400,-1000
0,173,RA,6.450059548488917e-13,$A_1$,400,-1000
0,182,PA,2.9424977558381006e-16,$A_1$,400,-1000
0,182,RA,7.892631816124999e-13,$A_1$,400,-1000
0,190,PA,2.4216775956272553e-16,$A_1$,400,-1000
0,190,RA,7.423309749072173e-13,$A_1$,400,-1000
0,199,PA,1.8750850602426845e-16,$A_1$,400,-1000
0,199,RA,5.900379619604794e-13,$A_1$,400,-1000
0,207,PA,1.8790638243625187e-16,$A_1$,400,-1000
0,207,RA,6.498634206562416e-13,$A_1$,400,-1000
0,216,PA,1.8696970239628115e-16,$A_1$,400,-1000
0,216,RA,4.996081842886567e-13,$A_1$,400,-1000
0,224,PA,1.8342623513182385e-16,$A_1$,400,-1000
0,224,RA,5.84994417866882e-13,$A_1$,400,-1000
0,233,PA,2.2016772130698924e-16,$A_1$,400,-1000
0,233,RA,5.829458598669504e-13,$A_1$,400,-1000
0,241,PA,2.2016772130698924e-16,$A_1$,400,-1000
0,241,RA,3.413222970673216e-13,$A_1$,400,-1000
0,250,PA,2.199540785400043e-16,$A_1$,400,-1000
0,250,RA,5.36199386791178e-13,$A_1$,400,-1000
1,5,PA,0.3340322956072007,$A_1$,400,-1000
1,5,RA,0.2855958193715793,$A_1$,400,-1000
1,13,PA,0.08890967438291117,$A_1$,400,-1000
1,13,RA,0.12234903140791416,$A_1$,400,-1000
1,21,PA,0.03920055147741875,$A_1$,400,-1000
1,21,RA,0.05801306375341147,$A_1$,400,-1000
1,30,PA,0.015824482006533847,$A_1$,400,-1000
1,30,RA,0.029606658665240794,$A_1$,400,-1000
1,38,PA,0.005643289632308133,$A_1$,400,-1000
1,38,RA,0.011707428037527877,$A_1$,400,-1000
1,47,PA,0.0015508139460878115,$A_1$,400,-1000
1,47,RA,0.004413321734333277,$A_1$,400,-1000
1,55,PA,0.0005571145817328759,$A_1$,400,-1000
1,55,RA,0.001700373133872428,$A_1$,400,-1000
1,64,PA,0.00012682228950379736,$A_1$,400,-1000
1,64,RA,0.0005185635411761457,$A_1$,400,-1000
1,72,PA,3.1044366991550725e-05,$A_1$,400,-1000
1,72,RA,0.0001924974773366031,$A_1$,400,-1000
1,81,PA,5.6823689179632796e-06,$A_1$,400,-1000
1,81,RA,3.308511400504013e-05,$A_1$,400,-1000
1,89,PA,1.0939764087021336e-06,$A_1$,400,-1000
1,89,RA,1.3726681719988547e-05,$A_1$,400,-1000
1,97,PA,2.0174958150550686e-07,$A_1$,400,-1000
1,97,RA,2.9805118714717576e-06,$A_1$,400,-1000
1,106,PA,2.935737521701991e-08,$A_1$,400,-1000
1,106,RA,4.5577616633830817e-07,$A_1$,400,-1000
1,114,PA,3.5786672598095138e-09,$A_1$,400,-1000
1,114,RA,8.131694121277465e-08,$A_1$,400,-1000
1,123,PA,3.480253537131012e-10,$A_1$,400,-1000
1,123,RA,1.034775451654451e-08,$A_1$,400,-1000
1,131,PA,3.8634419945313014e-11,$A_1$,400,-1000
1,131,RA,1.7649092836817228e-09,$A_1$,400,-1000
1,140,PA,2.878499301213383e-12,$A_1$,400,-1000
1,140,RA,2.2017503466268336e-10,$A_1$,400,-1000
1,148,PA,2.6448130872507817e-13,$A_1$,400,-1000
1,148,RA,2.2220546487412606e-11,$A_1$,400,-1000
1,157,PA,1.4417477244509356e-14,$A_1$,400,-1000
1,157,RA,2.8918109224360944e-12,$A_1$,400,-1000
1,165,PA,1.00455293681092e-15,$A_1$,400,-1000
1,165,RA,2.482029423477542e-13,$A_1$,400,-1000
1,173,PA,1.8408483478923911e-16,$A_1$,400,-1000
1,173,RA,2.585728882978026e-13,$A_1$,400,-1000
1,182,PA,1.4054478581676586e-16,$A_1$,400,-1000
1,182,RA,3.3642832984629117e-13,$A_1$,400,-1000
1,190,PA,1.4075780025735194e-16,$A_1$,400,-1000
1,190,RA,2.966581721213436e-13,$A_1$,400,-1000
1,199,PA,7.489180516596687e-17,$A_1$,400,-1000
1,199,RA,2.481286536640289e-13,$A_1$,400,-1000
1,207,PA,7.812153278064285e-17,$A_1$,400,-1000
1,207,RA,2.7531642595178755e-13,$A_1$,400,-1000
1,216,PA,8.273588982106366e-17,$A_1$,400,-1000
1,216,RA,2.050677179768839e-13,$A_1$,400,-1000
1,224,PA,8.273588982106366e-17,$A_1$,400,-1000
1,224,RA,2.665897914215505e-13,$A_1$,400,-1000
1,233,PA,6.939008223800614e-17,$A_1$,400,-1000
1,233,RA,2.431166712472965e-13,$A_1$,400,-1000
1,241,PA,6.939008223800614e-17,$A_1$,400,-1000
1,241,RA,1.6249004024311321e-13,$A_1$,400,-1000
1,250,PA,6.939008223800614e-17,$A_1$,400,-1000
1,250,RA,2.2158099961134845e-13,$A_1$,400,-1000
2,5,PA,0.25143793144850185,$A_1$,400,-1000
2,5,RA,0.27404218418145915,$A_1$,400,-1000
2,13,PA,0.06513191862706079,$A_1$,400,-1000
2,13,RA,0.10508539951830316,$A_1$,400,-1000
2,21,PA,0.023299898666825466,$A_1$,400,-1000
2,21,RA,0.04371298455658813,$A_1$,400,-1000
2,30,PA,0.007615612836283887,$A_1$,400,-1000
2,30,RA,0.01953786851932809,$A_1$,400,-1000
2,38,PA,0.0023121881361769414,$A_1$,400,-1000
2,38,RA,0.006701199619852188,$A_1$,400,-1000
2,47,PA,0.000520485213039036,$A_1$,400,-1000
2,47,RA,0.0021812490653340655,$A_1$,400,-1000
2,55,PA,0.00015945759460670226,$A_1$,400,-1000
2,55,RA,0.000732094747867561,$A_1$,400,-1000
2,64,PA,3.057462430541839e-05,$A_1$,400,-1000
2,64,RA,0.00019432935174686552,$A_1$,400,-1000
2,72,PA,6.440530541915952e-06,$A_1$,400,-1000
2,72,RA,6.434259637329629e-05,$A_1$,400,-1000
2,81,PA,1.0101869713104633e-06,$A_1$,400,-1000
2,81,RA,9.587046172658792e-06,$A_1$,400,-1000
2,89,PA,1.6994529980943716e-07,$A_1$,400,-1000
2,89,RA,3.655939396662105e-06,$A_1$,400,-1000
2,97,PA,2.7638197283919338e-08,$A_1$,400,-1000
2,97,RA,7.063526209738073e-07,$A_1$,400,-1000
2,106,PA,3.512895055713639e-09,$A_1$,400,-1000
2,106,RA,9.603895895444376e-08,$A_1$,400,-1000
2,114,PA,3.8339562885561233e-10,$A_1$,400,-1000
2,114,RA,1.541528559843838e-08,$A_1$,400,-1000
2,123,PA,3.281818586777049e-11,$A_1$,400,-1000
2,123,RA,1.773605958447276e-09,$A_1$,400,-1000
2,131,PA,3.2889415507983125e-12,$A_1$,400,-1000
2,131,RA,2.779458766202813e-10,$A_1$,400,-1000
2,140,PA,2.1963509863171236e-13,$A_1$,400,-1000
2,140,RA,3.1769075453334997e-11,$A_1$,400,-1000
2,148,PA,1.837310010196056e-14,$A_1$,400,-1000
2,148,RA,2.9835724045338744e-12,$A_1$,400,-1000
2,157,PA,9.792576193350046e-16,$A_1$,400,-1000
2,157,RA,4.1541969318368596e-13,$A_1$,400,-1000
2,165,PA,1.7398227774645016e-16,$A_1$,400,-1000
2,165,RA,1.148111533900246e-13,$A_1$,400,-1000
2,173,PA,1.1826243687272404e-16,$A_1$,400,-1000
2,173,RA,1.7982012456350201e-13,$A_1$,400,-1000
2,182,PA,1.1528031386194847e-16,$A_1$,400,-1000
2,182,RA,2.2720334779213213e-13,$A_1$,400,-1000
2,190,PA,1.1544551728029507e-16,$A_1$,400,-1000
2,190,RA,2.0557859289529714e-13,$A_1$,400,-1000
2,199,PA,6.453008131471188e-17,$A_1$,400,-1000
2,199,RA,1.710918107442436e-13,$A_1$,400,-1000
2,207,PA,6.35898090266516e-17,$A_1$,400,-1000
2,207,RA,2.0425037497246002e-13,$A_1$,400,-1000
2,216,PA,6.364898299225488e-17,$A_1$,400,-1000
2,216,RA,1.4712517755891563e-13,$A_1$,400,-1000
2,224,PA,4.376352739617348e-17,$A_1$,400,-1000
2,224,RA,1.7988021944382153e-13,$A_1$,400,-1000
2,233,PA,4.376352739617348e-17,$A_1$,400,-1000
2,233,RA,1.7051397451567055e-13,$A_1$,400,-1000
2,241,PA,4.376352739617348e-17,$A_1$,400,-1000
2,241,RA,1.2149260580141942e-13,$A_1$,400,-1000
2,250,PA,4.376352739617348e-17,$A_1$,400,-1000
2,250,RA,1.568681484060545e-13,$A_1$,400,-1000
3,5,PA,0.20869168901098334,$A_1$,400,-1000
3,5,RA,0.27043076896565343,$A_1$,400,-1000
3,13,PA,0.0516903857843354,$A_1$,400,-1000
3,13,RA,0.09687019725904969,$A_1$,400,-1000
3,21,PA,0.015641388026709373,$A_1$,400,-1000
3,21,RA,0.03677489327096601,$A_1$,400,-1000
3,30,PA,0.004327440544504247,$A_1$,400,-1000
3,30,RA,0.014885230953722774,$A_1$,400,-1000
3,38,PA,0.0011531160761054358,$A_1$,400,-1000
3,38,RA,0.004588736739097893,$A_1$,400,-1000
3,47,PA,0.0002207606049926436,$A_1$,400,-1000
3,47,RA,0.0013333923947446817,$A_1$,400,-1000
3,55,PA,5.9135837910212266e-05,$A_1$,400,-1000
3,55,RA,0.0004008698219666096,$A_1$,400,-1000
3,64,PA,9.813001171567997e-06,$A_1$,400,-1000
3,64,RA,9.516804958962706e-05,$A_1$,400,-1000
3,72,PA,1.8166287846874682e-06,$A_1$,400,-1000
3,72,RA,2.862482680039527e-05,$A_1$,400,-1000
3,81,PA,2.490344054864495e-07,$A_1$,400,-1000
3,81,RA,3.789640879550982e-06,$A_1$,400,-1000
3,89,PA,3.720792827371693e-08,$A_1$,400,-1000
3,89,RA,1.3439607116298425e-06,$A_1$,400,-1000
3,97,PA,5.41274461867968e-09,$A_1$,400,-1000
3,97,RA,2.351440059540491e-07,$A_1$,400,-1000
3,106,PA,6.089516392444447e-10,$A_1$,400,-1000
3,106,RA,2.8871596954920512e-08,$A_1$,400,-1000
3,114,PA,6.011719520170228e-11,$A_1$,400,-1000
3,114,RA,4.222574422728098e-09,$A_1$,400,-1000
3,123,PA,4.5802304082695936e-12,$A_1$,400,-1000
3,123,RA,4.4439764261587046e-10,$A_1$,400,-1000
3,131,PA,4.177198206891573e-13,$A_1$,400,-1000
3,131,RA,6.45287634764756e-11,$A_1$,400,-1000
3,140,PA,2.518805221069457e-14,$A_1$,400,-1000
3,140,RA,6.8076352260462166e-12,$A_1$,400,-1000
3,148,PA,1.943962710536452e-15,$A_1$,400,-1000
3,148,RA,6.210712553793569e-13,$A_1$,400,-1000
3,157,PA,1.7389021689549028e-16,$A_1$,400,-1000
3,157,RA,1.7055933974069046e-13,$A_1$,400,-1000
3,165,PA,9.480300701199047e-17,$A_1$,400,-1000
3,165,RA,9.522176859528767e-14,$A_1$,400,-1000
3,173,PA,9.631555076107538e-17,$A_1$,400,-1000
3,173,RA,1.4755706033865388e-13,$A_1$,400,-1000
3,182,PA,9.869475929905158e-17,$A_1$,400,-1000
3,182,RA,1.882035404675508e-13,$A_1$,400,-1000
3,190,PA,9.869475929905158e-17,$A_1$,400,-1000
3,190,RA,1.6855237174525758e-13,$A_1$,400,-1000
3,199,PA,4.707057380141652e-17,$A_1$,400,-1000
3,199,RA,1.3991866985956973e-13,$A_1$,400,-1000
3,207,PA,4.707057380141652e-17,$A_1$,400,-1000
3,207,RA,1.661305746377402e-13,$A_1$,400,-1000
3,216,PA,4.707057380141652e-17,$A_1$,400,-1000
3,216,RA,1.2816495390556132e-13,$A_1$,400,-1000
3,224,PA,2.3004695245025556e-17,$A_1$,400,-1000
3,224,RA,1.5172534877238594e-13,$A_1$,400,-1000
3,233,PA,2.3004695245025556e-17,$A_1$,400,-1000
3,233,RA,1.4021156297767462e-13,$A_1$,400,-1000
3,241,PA,2.3004695245025556e-17,$A_1$,400,-1000
3,241,RA,1.0293675294257591e-13,$A_1$,400,-1000
3,250,PA,2.3004695245025556e-17,$A_1$,400,-1000
3,250,RA,1.2947698361247293e-13,$A_1$,400,-1000
1,5,PA,39207.94693227021,Estimation #2,400,-1000
1,13,PA,1988.0318297197318,Estimation #2,400,-1000
1,21,PA,379.39624385508995,Estimation #2,400,-1000
1,30,PA,90.13930665925402,Estimation #2,400,-1000
1,38,PA,28.702665448385638,Estimation #2,400,-1000
1,47,PA,8.226047673591827,Estimation #2,400,-1000
1,55,PA,2.6723250926938045,Estimation #2,400,-1000
1,64,PA,0.7200023668536945,Estimation #2,400,-1000
1,72,PA,0.2117709767398867,Estimation #2,400,-1000
1,81,PA,0.04942993861016921,Estimation #2,400,-1000
1,89,PA,0.012553438852366653,Estimation #2,400,-1000
1,97,PA,0.0029487189266213768,Estimation #2,400,-1000
1,106,PA,0.0005239214382234891,Estimation #2,400,-1000
1,114,PA,0.00010303447934951135,Estimation #2,400,-1000
1,123,PA,1.4890239962465302e-05,Estimation #2,400,-1000
1,131,PA,2.4255712381171025e-06,Estimation #2,400,-1000
1,140,PA,2.8238941977093597e-07,Estimation #2,400,-1000
1,148,PA,3.784040647449717e-08,Estimation #2,400,-1000
1,157,PA,3.5263977810609528e-09,Estimation #2,400,-1000
1,165,PA,3.868871949511559e-10,Estimation #2,400,-1000
1,173,PA,3.858620398360706e-11,Estimation #2,400,-1000
1,182,PA,2.572169034105129e-12,Estimation #2,400,-1000
1,190,PA,2.0906655553929857e-13,Estimation #2,400,-1000
1,199,PA,1.1056410451781893e-14,Estimation #2,400,-1000
1,207,PA,7.307882634398393e-16,Estimation #2,400,-1000
1,216,PA,3.059525468375877e-17,Estimation #2,400,-1000
1,224,PA,1.6417159219532007e-18,Estimation #2,400,-1000
1,233,PA,5.432149812963576e-20,Estimation #2,400,-1000
1,241,PA,2.3632661469088318e-21,Estimation #2,400,-1000
1,250,PA,6.171999513484537e-23,Estimation #2,400,-1000
0,5,PA,0.977924912389703,$A_2$,400,-1000
0,5,RA,3.7407575986701415e-06,$A_2$,400,-1000
0,13,PA,0.06938355928053934,$A_2$,400,-1000
0,13,RA,1.2525397787125432e-11,$A_2$,400,-1000
0,21,PA,0.01784997219693299,$A_2$,400,-1000
0,21,RA,1.507913088243435e-13,$A_2$,400,-1000
0,30,PA,0.00046404027562263727,$A_2$,400,-1000
0,30,RA,9.603427186279777e-14,$A_2$,400,-1000
0,38,PA,3.792971421627561e-05,$A_2$,400,-1000
0,38,RA,1.0685609528747359e-13,$A_2$,400,-1000
0,47,PA,6.325150861199392e-06,$A_2$,400,-1000
0,47,RA,7.65202603919684e-14,$A_2$,400,-1000
0,55,PA,1.8199228082403266e-07,$A_2$,400,-1000
0,55,RA,1.9717385205913173e-14,$A_2$,400,-1000
0,64,PA,2.363062253013347e-09,$A_2$,400,-1000
0,64,RA,2.2916020032425852e-14,$A_2$,400,-1000
0,72,PA,3.683196975555793e-11,$A_2$,400,-1000
0,72,RA,2.4271508521909094e-14,$A_2$,400,-1000
0,81,PA,1.3844725817030687e-13,$A_2$,400,-1000
0,81,RA,6.230823635664822e-14,$A_2$,400,-1000
0,89,PA,6.494107611528424e-16,$A_2$,400,-1000
0,89,RA,3.214195011979994e-13,$A_2$,400,-1000
0,97,PA,2.1120703657430116e-16,$A_2$,400,-1000
0,97,RA,8.195690056228712e-14,$A_2$,400,-1000
0,106,PA,7.795050611694125e-19,$A_2$,400,-1000
0,106,RA,1.592947587630838e-13,$A_2$,400,-1000
0,114,PA,7.795050611694125e-19,$A_2$,400,-1000
0,114,RA,1.176293276903435e-13,$A_2$,400,-1000
0,123,PA,7.795050611694125e-19,$A_2$,400,-1000
0,123,RA,5.4913986063957003e-14,$A_2$,400,-1000
0,131,PA,4.270706271104185e-15,$A_2$,400,-1000
0,131,RA,1.8841509241463483e-13,$A_2$,400,-1000
0,140,PA,4.6900528374884626e-15,$A_2$,400,-1000
0,140,RA,1.6550299316520637e-14,$A_2$,400,-1000
0,148,PA,3.830178847975025e-16,$A_2$,400,-1000
0,148,RA,9.590799079500468e-14,$A_2$,400,-1000
0,157,PA,1.8270042217826006e-16,$A_2$,400,-1000
0,157,RA,6.032252725749451e-14,$A_2$,400,-1000
0,165,PA,2.0201968141086997e-16,$A_2$,400,-1000
0,165,RA,1.766788578509554e-14,$A_2$,400,-1000
0,173,PA,2.0202569685540241e-16,$A_2$,400,-1000
0,173,RA,7.563340912191616e-14,$A_2$,400,-1000
0,182,PA,2.0202569685540241e-16,$A_2$,400,-1000
0,182,RA,8.305071524990283e-14,$A_2$,400,-1000
0,190,PA,2.0202569685540241e-16,$A_2$,400,-1000
0,190,RA,2.182775025076117e-12,$A_2$,400,-1000
0,199,PA,0.0,$A_2$,400,-1000
0,199,RA,7.130603332202416e-14,$A_2$,400,-1000
0,207,PA,0.0,$A_2$,400,-1000
0,207,RA,4.256386280824933e-13,$A_2$,400,-1000
0,216,PA,0.0,$A_2$,400,-1000
0,216,RA,2.445933109930977e-14,$A_2$,400,-1000
0,224,PA,0.0,$A_2$,400,-1000
0,224,RA,1.960105138881957e-12,$A_2$,400,-1000
0,233,PA,0.0,$A_2$,400,-1000
0,233,RA,1.9995103080215736e-13,$A_2$,400,-1000
0,241,PA,0.0,$A_2$,400,-1000
0,241,RA,1.3125753554415033e-13,$A_2$,400,-1000
0,250,PA,0.0,$A_2$,400,-1000
0,250,RA,7.049411802217401e-14,$A_2$,400,-1000
1,5,PA,0.6695351999411787,$A_2$,400,-1000
1,5,RA,1.6551952447948873e-05,$A_2$,400,-1000
1,13,PA,0.03823004046144286,$A_2$,400,-1000
1,13,RA,4.298832540042797e-11,$A_2$,400,-1000
1,21,PA,0.011680575303942722,$A_2$,400,-1000
1,21,RA,6.54370562842359e-14,$A_2$,400,-1000
1,30,PA,0.00027730839187753534,$A_2$,400,-1000
1,30,RA,4.216853795037114e-14,$A_2$,400,-1000
1,38,PA,2.0180603733760904e-05,$A_2$,400,-1000
1,38,RA,4.655502307181061e-14,$A_2$,400,-1000
1,47,PA,2.842998159262756e-06,$A_2$,400,-1000
1,47,RA,3.43497364195664e-14,$A_2$,400,-1000
1,55,PA,7.556174726144166e-08,$A_2$,400,-1000
1,55,RA,1.126001939866776e-14,$A_2$,400,-1000
1,64,PA,8.985805080866694e-10,$A_2$,400,-1000
1,64,RA,1.825370761365096e-14,$A_2$,400,-1000
1,72,PA,1.290006925472842e-11,$A_2$,400,-1000
1,72,RA,2.0454443168676595e-14,$A_2$,400,-1000
1,81,PA,4.44138922513902e-14,$A_2$,400,-1000
1,81,RA,2.5074513029704332e-14,$A_2$,400,-1000
1,89,PA,3.0116098557592774e-16,$A_2$,400,-1000
1,89,RA,1.3784503978436854e-13,$A_2$,400,-1000
1,97,PA,1.7379515894976176e-16,$A_2$,400,-1000
1,97,RA,3.719174697230383e-14,$A_2$,400,-1000
1,106,PA,7.324891760396054e-18,$A_2$,400,-1000
1,106,RA,6.869703669917688e-14,$A_2$,400,-1000
1,114,PA,0.0,$A_2$,400,-1000
1,114,RA,4.7523088499105386e-14,$A_2$,400,-1000
1,123,PA,0.0,$A_2$,400,-1000
1,123,RA,2.4046327205684495e-14,$A_2$,400,-1000
1,131,PA,7.21947744448128e-15,$A_2$,400,-1000
1,131,RA,7.108437124134982e-14,$A_2$,400,-1000
1,140,PA,3.893365376873569e-16,$A_2$,400,-1000
1,140,RA,1.2968234604256906e-14,$A_2$,400,-1000
1,148,PA,1.7327096384340954e-16,$A_2$,400,-1000
1,148,RA,3.3652132138722113e-14,$A_2$,400,-1000
1,157,PA,1.6386045641750528e-16,$A_2$,400,-1000
1,157,RA,1.9411220998680586e-14,$A_2$,400,-1000
1,165,PA,1.714503384397903e-16,$A_2$,400,-1000
1,165,RA,1.521394297523598e-14,$A_2$,400,-1000
1,173,PA,1.7145993026835028e-16,$A_2$,400,-1000
1,173,RA,3.5055275025762685e-14,$A_2$,400,-1000
1,182,PA,1.7145993026835028e-16,$A_2$,400,-1000
1,182,RA,4.0528546448085315e-14,$A_2$,400,-1000
1,190,PA,1.7145993026835028e-16,$A_2$,400,-1000
1,190,RA,9.399542800189516e-13,$A_2$,400,-1000
1,199,PA,7.324891760396054e-18,$A_2$,400,-1000
1,199,RA,3.058965899251177e-14,$A_2$,400,-1000
1,207,PA,7.324891760396054e-18,$A_2$,400,-1000
1,207,RA,1.8772887810772766e-13,$A_2$,400,-1000
1,216,PA,7.324891760396054e-18,$A_2$,400,-1000
1,216,RA,1.5045307289977846e-14,$A_2$,400,-1000
1,224,PA,7.324891760396054e-18,$A_2$,400,-1000
1,224,RA,8.467925569729688e-13,$A_2$,400,-1000
1,233,PA,0.0,$A_2$,400,-1000
1,233,RA,8.52198602254364e-14,$A_2$,400,-1000
1,241,PA,0.0,$A_2$,400,-1000
1,241,RA,5.638991270241373e-14,$A_2$,400,-1000
1,250,PA,0.0,$A_2$,400,-1000
1,250,RA,3.16626310461923e-14,$A_2$,400,-1000
2,5,PA,0.5493193406782709,$A_2$,400,-1000
2,5,RA,3.433686104664598e-05,$A_2$,400,-1000
2,13,PA,0.030194580521228843,$A_2$,400,-1000
2,13,RA,8.768911831876107e-11,$A_2$,400,-1000
2,21,PA,0.008822888604977366,$A_2$,400,-1000
2,21,RA,4.3756575613378216e-14,$A_2$,400,-1000
2,30,PA,0.00019559409950101574,$A_2$,400,-1000
2,30,RA,2.8138436570662356e-14,$A_2$,400,-1000
2,38,PA,1.31079663684985e-05,$A_2$,400,-1000
2,38,RA,3.1009708985759704e-14,$A_2$,400,-1000
2,47,PA,1.6379834982125512e-06,$A_2$,400,-1000
2,47,RA,2.311099380984868e-14,$A_2$,400,-1000
2,55,PA,4.103901534744386e-08,$A_2$,400,-1000
2,55,RA,8.133742596411689e-15,$A_2$,400,-1000
2,64,PA,4.5713667345896615e-10,$A_2$,400,-1000
2,64,RA,1.6651228886043564e-14,$A_2$,400,-1000
2,72,PA,6.174700574080413e-12,$A_2$,400,-1000
2,72,RA,1.9285080830353595e-14,$A_2$,400,-1000
2,81,PA,1.989303288179844e-14,$A_2$,400,-1000
2,81,RA,1.8200899124905197e-14,$A_2$,400,-1000
2,89,PA,2.432661046533295e-16,$A_2$,400,-1000
2,89,RA,9.315171102009953e-14,$A_2$,400,-1000
2,97,PA,1.9070541834120322e-16,$A_2$,400,-1000
2,97,RA,2.4779330343334036e-14,$A_2$,400,-1000
2,106,PA,1.404847924856138e-16,$A_2$,400,-1000
2,106,RA,4.6143154507975936e-14,$A_2$,400,-1000
2,114,PA,1.4035536507814878e-16,$A_2$,400,-1000
2,114,RA,3.3002734858566067e-14,$A_2$,400,-1000
2,123,PA,1.4035536507814878e-16,$A_2$,400,-1000
2,123,RA,1.6053239189705478e-14,$A_2$,400,-1000
2,131,PA,1.1268673428560462e-15,$A_2$,400,-1000
2,131,RA,5.127482873507399e-14,$A_2$,400,-1000
2,140,PA,2.549273118232939e-16,$A_2$,400,-1000
2,140,RA,6.03276196270506e-15,$A_2$,400,-1000
2,148,PA,1.6719057163720913e-16,$A_2$,400,-1000
2,148,RA,1.919964372627329e-14,$A_2$,400,-1000
2,157,PA,1.5408546117869603e-16,$A_2$,400,-1000
2,157,RA,1.4058606050457936e-14,$A_2$,400,-1000
2,165,PA,1.569775543856943e-16,$A_2$,400,-1000
2,165,RA,1.4444019829943824e-14,$A_2$,400,-1000
2,173,PA,1.5692351636368706e-16,$A_2$,400,-1000
2,173,RA,2.231968289943486e-14,$A_2$,400,-1000
2,182,PA,1.5692351636368706e-16,$A_2$,400,-1000
2,182,RA,2.69238392582454e-14,$A_2$,400,-1000
2,190,PA,1.5692351636368706e-16,$A_2$,400,-1000
2,190,RA,6.528803861814516e-13,$A_2$,400,-1000
2,199,PA,4.9226289389270004e-18,$A_2$,400,-1000
2,199,RA,2.096857699378532e-14,$A_2$,400,-1000
2,207,PA,4.9226289389270004e-18,$A_2$,400,-1000
2,207,RA,1.2785729347758707e-13,$A_2$,400,-1000
2,216,PA,4.9226289389270004e-18,$A_2$,400,-1000
2,216,RA,1.1579827145946968e-14,$A_2$,400,-1000
2,224,PA,0.0,$A_2$,400,-1000
2,224,RA,5.9527806042826e-13,$A_2$,400,-1000
2,233,PA,0.0,$A_2$,400,-1000
2,233,RA,6.000905801088901e-14,$A_2$,400,-1000
2,241,PA,0.0,$A_2$,400,-1000
2,241,RA,4.059269515906392e-14,$A_2$,400,-1000
2,250,PA,0.0,$A_2$,400,-1000
2,250,RA,2.1419319516642458e-14,$A_2$,400,-1000
3,5,PA,0.4737386343167791,$A_2$,400,-1000
3,5,RA,6.083922366056566e-05,$A_2$,400,-1000
3,13,PA,0.025495049667148877,$A_2$,400,-1000
3,13,RA,1.629000973235056e-10,$A_2$,400,-1000
3,21,PA,0.006912494223385614,$A_2$,400,-1000
3,21,RA,3.4412339464855067e-14,$A_2$,400,-1000
3,30,PA,0.00014405932994559443,$A_2$,400,-1000
3,30,RA,2.2507986835676865e-14,$A_2$,400,-1000
3,38,PA,8.980558170508319e-06,$A_2$,400,-1000
3,38,RA,2.4735793414225463e-14,$A_2$,400,-1000
3,47,PA,1.0106593794475746e-06,$A_2$,400,-1000
3,47,RA,1.8716094764158755e-14,$A_2$,400,-1000
3,55,PA,2.4013930237044774e-08,$A_2$,400,-1000
3,55,RA,7.51420780111551e-15,$A_2$,400,-1000
3,64,PA,2.5230243624075824e-10,$A_2$,400,-1000
3,64,RA,1.5349676513955805e-14,$A_2$,400,-1000
3,72,PA,3.2283125598194952e-12,$A_2$,400,-1000
3,72,RA,1.8345067238525793e-14,$A_2$,400,-1000
3,81,PA,9.815383793957181e-15,$A_2$,400,-1000
